fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2020-10-11,26.0,938.0,69.0,1,732.0,74.0,482.0,55.0,19.0
2020-10-12,34.0,1025.0,20.0,0,403.0,22.0,300.0,49.0,26.0
2020-10-13,30.0,983.0,34.0,0,468.0,25.0,161.0,41.0,14.0
2020-10-14,37.0,997.0,75.0,1,640.0,98.0,64.0,39.0,20.0
2020-10-15,33.0,1035.0,46.0,0,818.0,46.0,144.0,45.0,18.0
2020-10-16,36.0,973.0,69.0,1,824.0,30.0,229.0,42.0,16.0
2020-10-17,36.0,1050.0,81.0,1,871.0,69.0,275.0,40.0,19.0
2020-10-18,39.0,998.0,98.0,0,907.0,35.0,459.0,42.0,22.0
2020-10-19,35.0,1005.0,55.0,1,859.0,17.0,486.0,39.0,27.0
2020-10-20,28.0,967.0,80.0,1,517.0,92.0,230.0,33.0,18.0
2020-10-21,28.0,1065.0,48.0,0,961.0,9.0,199.0,44.0,16.0
2020-10-22,30.0,1057.0,80.0,1,382.0,66.0,390.0,39.0,16.0
2020-10-23,25.0,954.0,64.0,0,792.0,94.0,91.0,49.0,23.0
2020-10-24,38.0,969.0,32.0,0,804.0,99.0,202.0,56.0,16.0
2020-10-25,39.0,1010.0,86.0,1,807.0,23.0,172.0,47.0,23.0
2020-10-26,32.0,1116.0,60.0,1,629.0,44.0,89.0,51.0,10.0
2020-10-27,38.0,1097.0,91.0,1,839.0,15.0,368.0,36.0,21.0
2020-10-28,39.0,995.0,28.0,1,912.0,71.0,251.0,48.0,13.0
2020-10-29,27.0,936.0,75.0,1,606.0,99.0,325.0,70.0,16.0
2020-10-30,25.0,987.0,89.0,1,445.0,75.0,392.0,54.0,16.0
2020-10-31,34.0,900.0,54.0,0,629.0,63.0,66.0,71.0,7.0
2020-11-01,32.0,931.0,28.0,1,610.0,46.0,378.0,45.0,14.0
2020-11-02,27.0,987.0,33.0,1,978.0,17.0,106.0,44.0,15.0
2020-11-03,29.0,1031.0,49.0,1,789.0,48.0,247.0,43.0,18.0
2020-11-04,37.0,1073.0,30.0,1,263.0,23.0,299.0,46.0,14.0
2020-11-05,33.0,1082.0,84.0,1,846.0,7.0,174.0,60.0,22.0
2020-11-06,34.0,1023.0,60.0,0,582.0,47.0,50.0,48.0,19.0
2020-11-07,34.0,1082.0,45.0,0,275.0,86.0,293.0,39.0,17.0
2020-11-08,28.0,1038.0,77.0,1,141.0,51.0,198.0,45.0,25.0
2020-11-09,26.0,1034.0,41.0,1,458.0,73.0,210.0,48.0,18.0
2020-11-10,26.0,1036.0,84.0,0,993.0,22.0,217.0,60.0,23.0
2020-11-11,23.0,974.0,79.0,0,929.0,45.0,434.0,46.0,27.0
2020-11-12,25.0,942.0,46.0,1,445.0,80.0,421.0,55.0,11.0
2020-11-13,31.0,1017.0,65.0,1,418.0,50.0,188.0,33.0,8.0
2020-11-14,32.0,963.0,96.0,0,500.0,66.0,234.0,39.0,14.0
2020-11-15,31.0,1030.0,64.0,0,122.0,1.0,302.0,41.0,16.0
2020-11-16,34.0,980.0,45.0,1,836.0,70.0,141.0,36.0,13.0
2020-11-17,30.0,1028.0,52.0,0,728.0,29.0,167.0,54.0,13.0
2020-11-18,24.0,1055.0,88.0,1,122.0,44.0,380.0,47.0,21.0
2020-11-19,36.0,946.0,47.0,0,462.0,34.0,203.0,70.0,10.0
2020-11-20,33.0,1086.0,35.0,1,181.0,49.0,490.0,59.0,24.0
2020-11-21,31.0,1031.0,74.0,0,368.0,96.0,310.0,67.0,19.0
2020-11-22,25.0,985.0,94.0,1,887.0,43.0,206.0,50.0,16.0
2020-11-23,25.0,1001.0,27.0,1,438.0,68.0,343.0,61.0,18.0
2020-11-24,40.0,1065.0,39.0,0,752.0,91.0,274.0,50.0,27.0
2020-11-25,32.0,1105.0,83.0,1,202.0,65.0,383.0,55.0,21.0
2020-11-26,41.0,955.0,99.0,0,725.0,50.0,487.0,60.0,15.0
2020-11-27,30.0,1024.0,98.0,0,931.0,14.0,466.0,41.0,29.0
2020-11-28,26.0,993.0,42.0,0,281.0,94.0,417.0,55.0,13.0
2020-11-29,32.0,1015.0,95.0,1,399.0,36.0,455.0,51.0,19.0
2020-11-30,35.0,951.0,90.0,1,146.0,74.0,168.0,65.0,25.0
2020-12-01,34.0,937.0,79.0,1,705.0,52.0,475.0,39.0,22.0
2020-12-02,30.0,1044.0,43.0,0,490.0,11.0,169.0,47.0,15.0
2020-12-03,22.0,1063.0,43.0,1,790.0,63.0,387.0,68.0,16.0
2020-12-04,36.0,959.0,29.0,1,154.0,90.0,369.0,66.0,17.0
2020-12-05,39.0,1021.0,96.0,0,560.0,1.0,404.0,51.0,25.0
2020-12-06,27.0,1017.0,97.0,0,157.0,36.0,183.0,51.0,22.0
2020-12-07,28.0,849.0,43.0,0,634.0,18.0,280.0,61.0,21.0
2020-12-08,26.0,1041.0,55.0,1,436.0,53.0,244.0,59.0,19.0
2020-12-09,27.0,1023.0,69.0,0,653.0,47.0,89.0,43.0,17.0
2020-12-10,33.0,1055.0,40.0,0,273.0,18.0,402.0,55.0,26.0
2020-12-11,27.0,941.0,62.0,0,186.0,54.0,275.0,67.0,19.0
2020-12-12,28.0,1038.0,63.0,0,371.0,26.0,234.0,42.0,14.0
2020-12-13,25.0,917.0,55.0,0,606.0,20.0,419.0,68.0,26.0
2020-12-14,32.0,977.0,50.0,1,753.0,47.0,104.0,56.0,18.0
2020-12-15,27.0,1025.0,70.0,0,412.0,23.0,227.0,42.0,10.0
2020-12-16,39.0,992.0,86.0,0,531.0,25.0,429.0,40.0,18.0
2020-12-17,25.0,942.0,42.0,0,385.0,76.0,195.0,35.0,20.0
2020-12-18,25.0,992.0,80.0,1,629.0,76.0,183.0,64.0,19.0
2020-12-19,31.0,1006.0,53.0,1,130.0,30.0,427.0,36.0,21.0
2020-12-20,29.0,1017.0,39.0,0,973.0,54.0,326.0,78.0,17.0
2020-12-21,30.0,1089.0,40.0,0,456.0,27.0,413.0,50.0,17.0
2020-12-22,19.0,1046.0,25.0,1,856.0,33.0,232.0,51.0,20.0
2020-12-23,21.0,878.0,52.0,0,887.0,14.0,405.0,50.0,13.0
2020-12-24,38.0,1051.0,97.0,0,313.0,93.0,457.0,56.0,22.0
2020-12-25,30.0,994.0,40.0,1,276.0,56.0,388.0,39.0,12.0
2020-12-26,27.0,1030.0,50.0,1,367.0,44.0,294.0,62.0,11.0
2020-12-27,29.0,985.0,65.0,0,918.0,66.0,127.0,55.0,18.0
2020-12-28,33.0,1066.0,63.0,0,428.0,16.0,206.0,47.0,20.0
2020-12-29,31.0,1062.0,86.0,0,237.0,51.0,366.0,44.0,21.0
2020-12-30,36.0,939.0,63.0,0,379.0,19.0,155.0,50.0,17.0
2020-12-31,30.0,1038.0,21.0,1,372.0,51.0,233.0,61.0,13.0
2021-01-01,43.0,1009.0,49.0,1,143.0,2.0,32.0,46.0,20.0
2021-01-02,25.0,914.0,70.0,1,370.0,17.0,41.0,61.0,11.0
2021-01-03,31.0,970.0,54.0,0,860.0,93.0,303.0,46.0,23.0
2021-01-04,27.0,954.0,39.0,1,935.0,91.0,232.0,30.0,9.0
2021-01-05,29.0,1010.0,53.0,0,507.0,0.0,43.0,45.0,18.0
2021-01-06,21.0,984.0,81.0,1,479.0,65.0,365.0,53.0,23.0
2021-01-07,30.0,967.0,25.0,0,670.0,64.0,97.0,59.0,14.0
2021-01-08,38.0,1008.0,74.0,1,193.0,27.0,146.0,35.0,18.0
2021-01-09,31.0,1017.0,58.0,0,844.0,25.0,356.0,47.0,20.0
2021-01-10,31.0,1018.0,53.0,0,181.0,59.0,320.0,51.0,18.0
2021-01-11,25.0,997.0,46.0,1,309.0,55.0,76.0,47.0,3.0
2021-01-12,34.0,968.0,62.0,1,175.0,86.0,210.0,45.0,16.0
2021-01-13,33.0,1040.0,51.0,0,904.0,8.0,190.0,37.0,30.0
2021-01-14,28.0,1048.0,56.0,1,599.0,80.0,429.0,62.0,26.0
2021-01-15,30.0,999.0,94.0,1,679.0,43.0,19.0,45.0,15.0
2021-01-16,37.0,973.0,37.0,0,614.0,67.0,104.0,59.0,18.0
2021-01-17,22.0,948.0,43.0,0,487.0,47.0,199.0,40.0,19.0
2021-01-18,34.0,1040.0,62.0,0,978.0,71.0,205.0,37.0,20.0
2021-01-19,31.0,992.0,80.0,0,922.0,77.0,363.0,41.0,22.0
2021-01-20,28.0,1025.0,50.0,0,257.0,83.0,391.0,61.0,26.0
2021-01-21,37.0,1080.0,82.0,0,339.0,38.0,117.0,63.0,21.0
2021-01-22,30.0,1062.0,68.0,1,785.0,33.0,384.0,55.0,24.0
2021-01-23,32.0,1002.0,29.0,1,539.0,4.0,490.0,48.0,17.0
2021-01-24,29.0,974.0,46.0,0,122.0,6.0,293.0,55.0,9.0
2021-01-25,30.0,951.0,26.0,1,643.0,2.0,165.0,38.0,11.0
2021-01-26,34.0,975.0,35.0,1,570.0,39.0,93.0,34.0,15.0
2021-01-27,25.0,1074.0,33.0,0,778.0,80.0,309.0,53.0,31.0
2021-01-28,18.0,888.0,31.0,1,820.0,40.0,144.0,68.0,16.0
2021-01-29,25.0,980.0,48.0,0,792.0,87.0,309.0,50.0,26.0
2021-01-30,31.0,915.0,38.0,1,924.0,35.0,91.0,40.0,15.0
2021-01-31,39.0,983.0,53.0,0,456.0,74.0,159.0,50.0,20.0
2021-02-01,25.0,1058.0,98.0,0,632.0,56.0,139.0,38.0,16.0
2021-02-02,30.0,933.0,26.0,0,134.0,31.0,199.0,58.0,15.0
2021-02-03,33.0,938.0,53.0,0,288.0,59.0,424.0,68.0,19.0
2021-02-04,38.0,1090.0,89.0,1,628.0,77.0,283.0,64.0,16.0
2021-02-05,39.0,1031.0,40.0,1,982.0,2.0,386.0,57.0,19.0
2021-02-06,38.0,978.0,30.0,0,889.0,43.0,460.0,41.0,19.0
2021-02-07,33.0,885.0,24.0,1,104.0,49.0,170.0,55.0,18.0
2021-02-08,33.0,1042.0,42.0,0,665.0,75.0,491.0,38.0,25.0
2021-02-09,29.0,1119.0,95.0,1,337.0,28.0,437.0,50.0,25.0
2021-02-10,39.0,1009.0,85.0,0,765.0,67.0,297.0,42.0,19.0
2021-02-11,38.0,1018.0,27.0,1,363.0,72.0,111.0,46.0,11.0
2021-02-12,34.0,912.0,22.0,1,820.0,77.0,256.0,54.0,15.0
2021-02-13,23.0,956.0,37.0,0,114.0,68.0,424.0,45.0,18.0
2021-02-14,30.0,986.0,91.0,0,154.0,39.0,489.0,55.0,20.0
2021-02-15,35.0,1073.0,30.0,0,577.0,30.0,104.0,56.0,13.0
2021-02-16,34.0,957.0,66.0,0,714.0,48.0,361.0,37.0,25.0
2021-02-17,38.0,932.0,43.0,0,696.0,63.0,291.0,62.0,16.0
2021-02-18,30.0,1071.0,91.0,1,844.0,6.0,385.0,49.0,20.0
2021-02-19,29.0,945.0,58.0,0,839.0,70.0,25.0,33.0,20.0
2021-02-20,34.0,1017.0,27.0,1,645.0,49.0,404.0,46.0,22.0
2021-02-21,33.0,1019.0,82.0,1,396.0,35.0,272.0,55.0,18.0
2021-02-22,31.0,950.0,89.0,0,675.0,61.0,333.0,33.0,16.0
2021-02-23,25.0,994.0,54.0,0,604.0,90.0,66.0,47.0,15.0
2021-02-24,32.0,1068.0,47.0,0,942.0,55.0,345.0,41.0,19.0
2021-02-25,38.0,992.0,85.0,0,420.0,19.0,67.0,51.0,20.0
2021-02-26,32.0,963.0,78.0,1,954.0,20.0,318.0,63.0,21.0
2021-02-27,31.0,980.0,83.0,0,657.0,95.0,441.0,51.0,27.0
2021-02-28,38.0,1069.0,92.0,0,736.0,9.0,80.0,44.0,23.0
2021-03-01,27.0,988.0,61.0,0,977.0,53.0,401.0,54.0,24.0
2021-03-02,30.0,1002.0,27.0,1,461.0,45.0,6.0,54.0,13.0
2021-03-03,31.0,1004.0,76.0,1,807.0,27.0,440.0,52.0,23.0
2021-03-04,35.0,1012.0,68.0,1,314.0,53.0,24.0,69.0,13.0
2021-03-05,27.0,1006.0,95.0,1,711.0,57.0,438.0,43.0,17.0
2021-03-06,36.0,1015.0,65.0,0,821.0,3.0,147.0,60.0,20.0
2021-03-07,27.0,986.0,22.0,1,136.0,24.0,370.0,64.0,21.0
2021-03-08,34.0,997.0,58.0,0,836.0,10.0,44.0,57.0,19.0
2021-03-09,28.0,939.0,59.0,0,334.0,49.0,370.0,52.0,22.0
2021-03-10,31.0,966.0,86.0,1,546.0,65.0,242.0,39.0,6.0
2021-03-11,29.0,1047.0,34.0,0,343.0,19.0,190.0,37.0,24.0
2021-03-12,31.0,1010.0,29.0,0,763.0,14.0,306.0,55.0,29.0
2021-03-13,36.0,994.0,35.0,0,596.0,19.0,80.0,64.0,18.0
2021-03-14,22.0,911.0,97.0,0,517.0,14.0,230.0,43.0,20.0
2021-03-15,30.0,935.0,63.0,1,769.0,37.0,69.0,40.0,22.0
2021-03-16,21.0,1072.0,86.0,0,362.0,76.0,302.0,50.0,26.0
2021-03-17,28.0,1093.0,74.0,1,407.0,33.0,216.0,57.0,15.0
2021-03-18,25.0,963.0,34.0,0,107.0,26.0,124.0,47.0,19.0
2021-03-19,37.0,1007.0,72.0,0,834.0,10.0,34.0,42.0,31.0
2021-03-20,30.0,1012.0,33.0,1,952.0,71.0,335.0,55.0,27.0
2021-03-21,25.0,969.0,59.0,1,689.0,7.0,390.0,37.0,20.0
2021-03-22,24.0,1060.0,37.0,0,499.0,1.0,490.0,51.0,28.0
2021-03-23,44.0,964.0,71.0,0,139.0,30.0,124.0,45.0,16.0
2021-03-24,32.0,958.0,77.0,0,935.0,35.0,454.0,35.0,30.0
2021-03-25,30.0,1033.0,99.0,1,410.0,63.0,496.0,35.0,25.0
2021-03-26,31.0,1101.0,29.0,0,482.0,36.0,271.0,61.0,14.0
2021-03-27,33.0,996.0,66.0,0,391.0,34.0,167.0,39.0,12.0
2021-03-28,35.0,927.0,45.0,1,745.0,47.0,77.0,35.0,15.0
2021-03-29,38.0,1021.0,87.0,1,514.0,63.0,428.0,51.0,16.0
2021-03-30,28.0,1006.0,50.0,0,804.0,14.0,448.0,51.0,22.0
2021-03-31,33.0,915.0,44.0,0,135.0,80.0,53.0,62.0,20.0
2021-04-01,29.0,1016.0,92.0,1,256.0,40.0,475.0,41.0,25.0
2021-04-02,14.0,1046.0,51.0,1,788.0,36.0,491.0,70.0,19.0
2021-04-03,21.0,1081.0,76.0,0,762.0,32.0,460.0,49.0,35.0
2021-04-04,29.0,960.0,80.0,0,415.0,7.0,354.0,51.0,27.0
2021-04-05,27.0,1097.0,31.0,0,855.0,26.0,276.0,37.0,31.0
2021-04-06,21.0,964.0,94.0,0,564.0,67.0,206.0,56.0,22.0
2021-04-07,33.0,1003.0,47.0,1,412.0,74.0,57.0,57.0,12.0
2021-04-08,29.0,1066.0,51.0,0,331.0,32.0,109.0,52.0,19.0
2021-04-09,20.0,1019.0,79.0,1,666.0,36.0,97.0,54.0,27.0
2021-04-10,18.0,991.0,52.0,0,590.0,74.0,119.0,44.0,27.0
2021-04-11,29.0,955.0,52.0,1,940.0,51.0,352.0,56.0,26.0
2021-04-12,24.0,979.0,75.0,0,742.0,61.0,225.0,56.0,32.0
2021-04-13,26.0,953.0,94.0,0,970.0,61.0,499.0,55.0,27.0
2021-04-14,27.0,1027.0,69.0,0,888.0,9.0,174.0,34.0,29.0
2021-04-15,30.0,1018.0,44.0,1,829.0,48.0,421.0,45.0,27.0
2021-04-16,29.0,885.0,93.0,0,445.0,18.0,98.0,40.0,22.0
2021-04-17,34.0,1059.0,61.0,0,552.0,63.0,487.0,58.0,26.0
2021-04-18,19.0,1021.0,93.0,1,245.0,54.0,489.0,46.0,21.0
2021-04-19,27.0,989.0,74.0,1,293.0,54.0,126.0,68.0,23.0
2021-04-20,25.0,1042.0,66.0,1,502.0,44.0,104.0,49.0,11.0
2021-04-21,26.0,1045.0,38.0,0,301.0,20.0,402.0,47.0,30.0
2021-04-22,26.0,1029.0,86.0,0,868.0,55.0,359.0,48.0,37.0
2021-04-23,27.0,1044.0,48.0,1,176.0,68.0,438.0,62.0,29.0
2021-04-24,30.0,1026.0,68.0,1,350.0,54.0,392.0,48.0,23.0
2021-04-25,25.0,1023.0,88.0,1,162.0,77.0,187.0,50.0,33.0
2021-04-26,15.0,975.0,61.0,0,565.0,79.0,483.0,65.0,31.0
2021-04-27,19.0,930.0,33.0,1,878.0,42.0,376.0,49.0,26.0
2021-04-28,24.0,1094.0,80.0,1,915.0,44.0,196.0,46.0,29.0
2021-04-29,33.0,997.0,40.0,0,547.0,87.0,60.0,46.0,25.0
2021-04-30,17.0,1006.0,34.0,1,231.0,43.0,240.0,54.0,23.0
2021-05-01,32.0,1001.0,69.0,0,393.0,64.0,195.0,52.0,25.0
2021-05-02,25.0,944.0,69.0,0,821.0,33.0,99.0,56.0,33.0
2021-05-03,26.0,1122.0,64.0,1,369.0,94.0,303.0,41.0,26.0
2021-05-04,20.0,1005.0,60.0,1,428.0,55.0,319.0,59.0,25.0
2021-05-05,34.0,917.0,56.0,1,754.0,76.0,327.0,61.0,26.0
2021-05-06,33.0,1055.0,37.0,0,532.0,94.0,428.0,46.0,38.0
2021-05-07,32.0,1053.0,92.0,1,611.0,37.0,232.0,56.0,21.0
2021-05-08,26.0,1012.0,59.0,1,726.0,98.0,158.0,39.0,20.0
2021-05-09,14.0,1039.0,34.0,1,883.0,99.0,206.0,56.0,26.0
2021-05-10,26.0,877.0,65.0,0,233.0,1.0,497.0,42.0,26.0
2021-05-11,31.0,1006.0,100.0,1,644.0,55.0,437.0,57.0,29.0
2021-05-12,28.0,1037.0,86.0,0,494.0,89.0,22.0,49.0,33.0
2021-05-13,30.0,927.0,80.0,1,459.0,47.0,465.0,54.0,26.0
2021-05-14,28.0,996.0,85.0,1,786.0,42.0,16.0,62.0,19.0
2021-05-15,21.0,1009.0,27.0,1,527.0,69.0,417.0,47.0,22.0
2021-05-16,26.0,984.0,81.0,0,912.0,68.0,72.0,56.0,29.0
2021-05-17,27.0,1005.0,67.0,1,530.0,7.0,333.0,58.0,22.0
2021-05-18,21.0,1046.0,39.0,1,259.0,73.0,453.0,39.0,30.0
2021-05-19,24.0,1080.0,66.0,0,883.0,82.0,404.0,43.0,38.0
2021-05-20,28.0,1025.0,62.0,1,101.0,65.0,474.0,45.0,24.0
2021-05-21,26.0,1004.0,42.0,0,320.0,59.0,56.0,52.0,21.0
2021-05-22,20.0,1060.0,28.0,0,994.0,99.0,496.0,50.0,34.0
2021-05-23,26.0,1130.0,58.0,1,105.0,71.0,340.0,38.0,25.0
2021-05-24,33.0,995.0,99.0,1,664.0,44.0,77.0,57.0,20.0
2021-05-25,19.0,994.0,42.0,1,114.0,41.0,256.0,53.0,23.0
2021-05-26,24.0,1028.0,62.0,1,711.0,39.0,159.0,46.0,20.0
2021-05-27,32.0,971.0,92.0,0,287.0,46.0,357.0,37.0,27.0
2021-05-28,25.0,1072.0,100.0,0,696.0,65.0,468.0,58.0,31.0
2021-05-29,27.0,1003.0,83.0,0,270.0,34.0,264.0,44.0,30.0
2021-05-30,30.0,908.0,38.0,1,399.0,58.0,326.0,47.0,18.0
2021-05-31,31.0,933.0,71.0,1,661.0,3.0,449.0,60.0,24.0
2021-06-01,27.0,960.0,30.0,0,399.0,1.0,267.0,48.0,24.0
2021-06-02,26.0,977.0,57.0,1,116.0,29.0,445.0,41.0,25.0
2021-06-03,30.0,1002.0,53.0,1,590.0,44.0,63.0,47.0,23.0
2021-06-04,33.0,1016.0,26.0,1,140.0,49.0,331.0,55.0,25.0
2021-06-05,25.0,1005.0,29.0,0,944.0,34.0,483.0,50.0,30.0
2021-06-06,19.0,978.0,22.0,0,992.0,86.0,264.0,51.0,31.0
2021-06-07,26.0,961.0,77.0,0,995.0,64.0,292.0,28.0,33.0
2021-06-08,26.0,1063.0,86.0,1,212.0,30.0,329.0,53.0,25.0
2021-06-09,29.0,1072.0,51.0,0,859.0,22.0,89.0,58.0,25.0
2021-06-10,16.0,943.0,74.0,1,580.0,1.0,142.0,46.0,21.0
2021-06-11,22.0,1010.0,31.0,1,669.0,5.0,233.0,39.0,24.0
2021-06-12,20.0,978.0,21.0,1,459.0,77.0,383.0,67.0,26.0
2021-06-13,15.0,1041.0,71.0,0,869.0,90.0,179.0,44.0,33.0
2021-06-14,23.0,1004.0,57.0,1,711.0,8.0,204.0,70.0,27.0
2021-06-15,27.0,970.0,62.0,1,456.0,47.0,335.0,46.0,22.0
2021-06-16,22.0,1044.0,70.0,1,297.0,67.0,121.0,55.0,26.0
2021-06-17,30.0,1025.0,66.0,0,194.0,67.0,99.0,37.0,20.0
2021-06-18,19.0,1035.0,97.0,0,549.0,84.0,125.0,52.0,29.0
2021-06-19,35.0,892.0,93.0,1,324.0,79.0,112.0,44.0,22.0
2021-06-20,27.0,992.0,94.0,1,573.0,50.0,155.0,48.0,19.0
2021-06-21,25.0,902.0,31.0,0,788.0,97.0,380.0,57.0,31.0
2021-06-22,21.0,988.0,52.0,0,562.0,50.0,418.0,50.0,34.0
2021-06-23,24.0,1080.0,58.0,1,870.0,59.0,423.0,62.0,23.0
2021-06-24,28.0,959.0,34.0,1,618.0,80.0,373.0,64.0,22.0
2021-06-25,23.0,931.0,85.0,0,976.0,27.0,309.0,54.0,32.0
2021-06-26,34.0,1089.0,42.0,1,188.0,79.0,14.0,43.0,30.0
2021-06-27,25.0,933.0,88.0,1,546.0,19.0,352.0,53.0,28.0
2021-06-28,25.0,965.0,35.0,0,417.0,59.0,389.0,53.0,31.0
2021-06-29,35.0,1076.0,73.0,1,238.0,34.0,32.0,31.0,23.0
2021-06-30,16.0,1063.0,29.0,1,847.0,10.0,143.0,31.0,31.0
2021-07-01,24.0,1065.0,49.0,1,760.0,82.0,32.0,53.0,22.0
2021-07-02,24.0,956.0,24.0,0,854.0,77.0,62.0,64.0,24.0
2021-07-03,24.0,1022.0,62.0,0,399.0,94.0,274.0,64.0,20.0
2021-07-04,34.0,971.0,73.0,1,949.0,85.0,160.0,47.0,23.0
2021-07-05,28.0,1081.0,83.0,0,483.0,20.0,417.0,56.0,31.0
2021-07-06,23.0,955.0,35.0,1,324.0,9.0,317.0,51.0,13.0
2021-07-07,24.0,1114.0,22.0,1,249.0,7.0,491.0,53.0,22.0
2021-07-08,29.0,1045.0,79.0,1,353.0,3.0,263.0,31.0,24.0
2021-07-09,31.0,891.0,58.0,0,285.0,87.0,85.0,68.0,23.0
2021-07-10,18.0,852.0,67.0,0,174.0,97.0,53.0,73.0,15.0
2021-07-11,28.0,979.0,42.0,1,404.0,32.0,18.0,63.0,18.0
2021-07-12,19.0,982.0,56.0,0,366.0,40.0,84.0,57.0,15.0
2021-07-13,19.0,1058.0,25.0,0,534.0,66.0,122.0,52.0,22.0
2021-07-14,23.0,1004.0,91.0,0,684.0,86.0,122.0,50.0,38.0
2021-07-15,26.0,1011.0,68.0,1,310.0,31.0,333.0,35.0,23.0
2021-07-16,30.0,956.0,68.0,0,840.0,24.0,488.0,54.0,21.0
2021-07-17,31.0,930.0,37.0,1,233.0,81.0,278.0,61.0,17.0
2021-07-18,26.0,1112.0,80.0,0,213.0,8.0,87.0,52.0,28.0
2021-07-19,26.0,936.0,96.0,0,241.0,62.0,233.0,51.0,19.0
2021-07-20,47.0,1018.0,81.0,1,580.0,69.0,237.0,49.0,12.0
2021-07-21,23.0,1016.0,41.0,1,399.0,62.0,154.0,50.0,20.0
2021-07-22,26.0,998.0,84.0,0,248.0,30.0,364.0,56.0,26.0
2021-07-23,24.0,1097.0,97.0,1,341.0,87.0,393.0,43.0,25.0
2021-07-24,25.0,833.0,68.0,1,799.0,56.0,465.0,43.0,17.0
2021-07-25,16.0,976.0,45.0,0,387.0,3.0,175.0,63.0,23.0
2021-07-26,24.0,1025.0,50.0,0,979.0,74.0,24.0,51.0,21.0
2021-07-27,23.0,975.0,54.0,1,803.0,44.0,418.0,44.0,27.0
2021-07-28,13.0,967.0,60.0,1,298.0,51.0,227.0,46.0,18.0
2021-07-29,17.0,982.0,99.0,0,496.0,22.0,116.0,58.0,23.0
2021-07-30,21.0,1002.0,57.0,0,177.0,34.0,226.0,67.0,22.0
2021-07-31,23.0,995.0,43.0,0,847.0,38.0,377.0,73.0,13.0
2021-08-01,25.0,1070.0,21.0,0,193.0,77.0,116.0,37.0,25.0
2021-08-02,26.0,1061.0,56.0,1,615.0,77.0,393.0,36.0,27.0
2021-08-03,21.0,1038.0,91.0,0,648.0,59.0,62.0,32.0,24.0
2021-08-04,28.0,930.0,77.0,0,191.0,9.0,106.0,45.0,29.0
2021-08-05,33.0,962.0,42.0,0,251.0,26.0,119.0,69.0,25.0
2021-08-06,30.0,983.0,67.0,1,887.0,86.0,266.0,50.0,18.0
2021-08-07,32.0,1010.0,73.0,0,879.0,59.0,452.0,40.0,24.0
2021-08-08,37.0,995.0,70.0,1,825.0,82.0,287.0,36.0,24.0
2021-08-09,28.0,1027.0,80.0,0,154.0,52.0,161.0,62.0,27.0
2021-08-10,26.0,1015.0,59.0,0,582.0,85.0,147.0,55.0,27.0
2021-08-11,27.0,1067.0,89.0,0,235.0,20.0,88.0,44.0,24.0
2021-08-12,18.0,956.0,90.0,1,828.0,80.0,431.0,55.0,31.0
2021-08-13,25.0,1004.0,69.0,0,219.0,37.0,312.0,59.0,25.0
2021-08-14,18.0,1012.0,40.0,1,442.0,7.0,346.0,60.0,16.0
2021-08-15,28.0,1017.0,30.0,1,235.0,60.0,244.0,62.0,14.0
2021-08-16,27.0,1052.0,90.0,1,956.0,7.0,50.0,41.0,27.0
2021-08-17,39.0,987.0,48.0,0,751.0,28.0,10.0,56.0,26.0
2021-08-18,32.0,993.0,39.0,0,908.0,62.0,104.0,40.0,23.0
2021-08-19,23.0,1024.0,71.0,0,395.0,44.0,302.0,35.0,23.0
2021-08-20,27.0,995.0,31.0,1,178.0,38.0,471.0,40.0,20.0
2021-08-21,30.0,973.0,89.0,1,953.0,19.0,127.0,42.0,20.0
2021-08-22,25.0,982.0,21.0,1,623.0,91.0,383.0,60.0,20.0
2021-08-23,29.0,1006.0,73.0,0,879.0,28.0,448.0,65.0,36.0
2021-08-24,29.0,940.0,24.0,0,721.0,50.0,156.0,42.0,27.0
2021-08-25,25.0,1072.0,48.0,0,796.0,25.0,478.0,55.0,33.0
2021-08-26,20.0,1038.0,29.0,1,110.0,38.0,341.0,48.0,19.0
2021-08-27,27.0,999.0,71.0,0,656.0,43.0,127.0,45.0,25.0
2021-08-28,30.0,969.0,84.0,1,128.0,36.0,437.0,43.0,24.0
2021-08-29,33.0,988.0,38.0,0,969.0,53.0,402.0,47.0,24.0
2021-08-30,24.0,1012.0,62.0,1,475.0,92.0,197.0,47.0,26.0
2021-08-31,20.0,956.0,55.0,1,232.0,70.0,412.0,59.0,21.0
2021-09-01,21.0,1139.0,22.0,0,732.0,60.0,122.0,61.0,31.0
2021-09-02,27.0,936.0,61.0,0,357.0,93.0,85.0,54.0,19.0
2021-09-03,32.0,992.0,55.0,0,515.0,7.0,100.0,57.0,22.0
2021-09-04,32.0,981.0,71.0,0,310.0,68.0,447.0,52.0,26.0
2021-09-05,28.0,1014.0,67.0,0,744.0,76.0,10.0,44.0,23.0
2021-09-06,22.0,1027.0,81.0,1,631.0,59.0,51.0,61.0,25.0
2021-09-07,26.0,957.0,25.0,0,598.0,21.0,471.0,59.0,23.0
2021-09-08,17.0,1006.0,64.0,1,280.0,20.0,375.0,47.0,28.0
2021-09-09,24.0,969.0,76.0,0,677.0,65.0,106.0,50.0,16.0
2021-09-10,38.0,962.0,76.0,0,717.0,86.0,291.0,51.0,29.0
