Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Chaqueta,Caballero,Azul,Deportivo,Marca A,1935.95,39,14,29,Ciencias de la Salud,Mujer,Mala
Camisa,Dama,Blanco,Formal,Marca D,635.09,45,6,20,Ingeniería,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca B,1232.91,43,17,30,Ciencias de la Salud,Hombre,Buena
Vestido,Dama,Azul,Formal,Marca D,715.45,35,5,23,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Caballero,Negro,Deportivo,Marca C,959.25,38,17,29,Educación,Mujer,Regular
Falda,Caballero,Negro,Casual,Marca C,1448.91,41,14,27,Ingeniería,HombreMujer,Mala
Falda,Dama,Azul,Casual,Marca D,1298.21,45,9,20,Educación,Mujer,Buena
Falda,Dama,Negro,Formal,Marca B,1111.43,39,18,23,Ciencias de la Salud,Mujer,Buena
Falda,Dama,Blanco,Deportivo,Marca D,708.92,42,17,26,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Negro,Casual,Marca D,859.28,38,18,24,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca D,233.94,39,6,20,Ingeniería,HombreMujer,Regular
Pantalón,Dama,Blanco,Deportivo,Marca D,173.27,41,7,26,Deportes,Mujer,Regular
Camisa,Caballero,Blanco,Casual,Marca B,1173.53,34,5,21,Artes,Mujer,Buena
Falda,Dama,Azul,Deportivo,Marca A,1915.31,35,3,28,Ingeniería,Hombre,Regular
Falda,Dama,Negro,Formal,Marca C,1543.44,33,17,20,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Negro,Casual,Marca C,1586.41,36,1,20,Ingeniería,HombreMujer,Regular
Falda,Dama,Verde,Formal,Marca D,384.26,41,11,28,Artes,Hombre,Regular
Camisa,Caballero,Rojo,Deportivo,Marca C,1897.68,44,3,26,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Negro,Casual,Marca B,516.28,32,0,24,Ingeniería,Mujer,Buena
Falda,Dama,Verde,Deportivo,Marca A,1368.51,32,1,30,Deportes,HombreMujer,Mala
Camisa,Caballero,Rojo,Formal,Marca A,588.56,33,16,27,Ingeniería,Mujer,Mala
Chaqueta,Caballero,Negro,Formal,Marca B,746.32,37,10,20,Artes,Mujer,Mala
Vestido,Caballero,Verde,Casual,Marca C,1371.93,36,12,28,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Azul,Formal,Marca C,352.56,43,9,24,Educación,Mujer,Regular
Falda,Dama,Blanco,Casual,Marca C,499.34,44,18,28,Educación,Mujer,Buena
Chaqueta,Caballero,Rojo,Casual,Marca D,1987.85,43,10,29,Deportes,Mujer,Mala
Pantalón,Caballero,Negro,Casual,Marca C,883.27,42,2,29,Artes,Mujer,Mala
Pantalón,Dama,Verde,Deportivo,Marca C,1900.45,40,4,25,Educación,Mujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca B,1933.73,37,11,28,Artes,Mujer,Buena
Chaqueta,Dama,Verde,Formal,Marca A,866.31,38,17,26,Deportes,Mujer,Mala
Vestido,Caballero,Rojo,Casual,Marca D,1208.51,38,17,29,Deportes,HombreMujer,Regular
Falda,Caballero,Rojo,Formal,Marca C,965.6,33,18,20,Ingeniería,Hombre,Regular
Camisa,Caballero,Blanco,Formal,Marca B,214.17,35,9,20,Educación,Hombre,Mala
Pantalón,Caballero,Negro,Deportivo,Marca A,350.97,34,15,27,Ingeniería,Hombre,Buena
Falda,Dama,Blanco,Deportivo,Marca B,1894.21,38,17,20,Educación,Mujer,Buena
Camisa,Dama,Rojo,Formal,Marca D,753.26,44,0,22,Ciencias de la Salud,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca B,1461.75,45,17,30,Ingeniería,Mujer,Mala
Camisa,Dama,Negro,Casual,Marca B,347.44,35,3,22,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Dama,Verde,Formal,Marca C,1152.37,45,2,28,Deportes,Mujer,Mala
Pantalón,Caballero,Azul,Casual,Marca D,1614.9,45,11,21,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Blanco,Deportivo,Marca A,288.24,37,19,27,Deportes,HombreMujer,Mala
Falda,Caballero,Verde,Casual,Marca A,307.15,37,13,23,Artes,Hombre,Buena
Vestido,Dama,Blanco,Casual,Marca C,1844.57,33,17,23,Deportes,Mujer,Buena
Falda,Caballero,Azul,Formal,Marca B,1305.06,41,0,28,Artes,Hombre,Buena
Chaqueta,Dama,Rojo,Formal,Marca A,436.65,34,16,21,Ingeniería,Mujer,Buena
Pantalón,Dama,Azul,Casual,Marca A,244.51,35,15,28,Deportes,Mujer,Buena
Pantalón,Dama,Verde,Formal,Marca B,820.63,38,20,26,Ciencias de la Salud,HombreMujer,Buena
Vestido,Caballero,Negro,Casual,Marca B,867.9,37,20,23,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca D,1355.32,45,1,27,Deportes,Mujer,Buena
Pantalón,Dama,Blanco,Formal,Marca D,1286.06,34,6,20,Deportes,HombreMujer,Regular
Camisa,Dama,Azul,Casual,Marca C,284.78,44,2,24,Artes,Hombre,Buena
Pantalón,Dama,Azul,Formal,Marca D,437.23,36,8,20,Ingeniería,Mujer,Buena
Falda,Dama,Negro,Formal,Marca A,691.14,39,12,30,Artes,Mujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca C,550.97,32,9,30,Deportes,Mujer,Mala
Vestido,Dama,Rojo,Casual,Marca D,995.97,40,3,30,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Blanco,Formal,Marca A,817.19,37,7,24,Ciencias de la Salud,Hombre,Regular
Falda,Caballero,Verde,Casual,Marca B,878.2,38,18,26,Artes,HombreMujer,Regular
Falda,Caballero,Azul,Deportivo,Marca B,662.73,33,17,26,Ingeniería,Mujer,Mala
Falda,Caballero,Negro,Formal,Marca D,1908.34,36,7,30,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Azul,Formal,Marca B,839.25,43,1,22,Deportes,Mujer,Buena
Camisa,Caballero,Negro,Casual,Marca C,1106.13,44,19,20,Ciencias de la Salud,HombreMujer,Buena
Falda,Dama,Negro,Formal,Marca A,921.43,44,4,26,Educación,HombreMujer,Buena
Pantalón,Dama,Blanco,Deportivo,Marca D,1403.15,45,19,22,Ciencias de la Salud,Hombre,Mala
Falda,Dama,Verde,Casual,Marca B,522.14,43,14,30,Ingeniería,Hombre,Mala
Camisa,Caballero,Rojo,Deportivo,Marca B,386.38,44,10,27,Educación,Hombre,Regular
Camisa,Caballero,Verde,Formal,Marca D,1828.73,32,15,22,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Verde,Casual,Marca A,643.06,38,19,28,Educación,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca B,816.11,33,9,24,Ciencias de la Salud,HombreMujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca D,1300.38,43,8,28,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Negro,Deportivo,Marca C,1208.16,37,18,28,Ingeniería,Mujer,Buena
Camisa,Caballero,Negro,Formal,Marca B,954.69,34,17,30,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Verde,Formal,Marca A,1738.57,34,1,29,Ciencias de la Salud,Mujer,Regular
Pantalón,Caballero,Negro,Formal,Marca C,624.9,32,20,29,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Dama,Rojo,Casual,Marca D,533.75,35,12,21,Deportes,Mujer,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca C,1577.19,39,13,23,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Azul,Deportivo,Marca B,770.37,39,20,26,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Verde,Deportivo,Marca C,1448.65,42,8,24,Educación,HombreMujer,Buena
Falda,Dama,Azul,Casual,Marca C,1374.36,41,15,22,Educación,Hombre,Mala
Pantalón,Caballero,Rojo,Casual,Marca A,423.06,36,6,29,Educación,Hombre,Regular
Chaqueta,Dama,Blanco,Deportivo,Marca C,1646.76,40,17,20,Deportes,Mujer,Buena
Pantalón,Dama,Blanco,Deportivo,Marca B,534.09,33,2,24,Deportes,Hombre,Buena
Camisa,Caballero,Rojo,Deportivo,Marca B,197.4,37,19,30,Artes,Mujer,Buena
Camisa,Caballero,Verde,Formal,Marca C,1733.26,45,13,29,Artes,Mujer,Regular
Camisa,Caballero,Negro,Formal,Marca B,1841.22,40,5,27,Deportes,Hombre,Mala
Pantalón,Dama,Verde,Deportivo,Marca D,1603.52,44,5,28,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Caballero,Blanco,Casual,Marca A,228.34,36,18,25,Artes,Mujer,Buena
Chaqueta,Dama,Rojo,Casual,Marca B,612.74,34,1,26,Ciencias de la Salud,Mujer,Mala
Camisa,Caballero,Verde,Casual,Marca C,1545.32,36,13,24,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Negro,Casual,Marca A,720.31,44,1,25,Deportes,Hombre,Buena
Falda,Caballero,Verde,Casual,Marca A,1192.26,35,8,29,Ciencias de la Salud,HombreMujer,Buena
Chaqueta,Dama,Verde,Deportivo,Marca A,524.4,40,1,24,Ingeniería,Mujer,Regular
Pantalón,Caballero,Negro,Formal,Marca A,763.5,38,0,25,Ciencias de la Salud,Mujer,Buena
Pantalón,Dama,Azul,Formal,Marca A,604.24,43,16,27,Deportes,Hombre,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca B,746.32,32,0,23,Deportes,Hombre,Buena
Chaqueta,Caballero,Negro,Formal,Marca C,1659.64,33,4,29,Ingeniería,Hombre,Regular
Chaqueta,Dama,Azul,Formal,Marca A,1247.96,38,8,20,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Verde,Casual,Marca A,1851.27,33,4,29,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Dama,Verde,Formal,Marca D,644.6,35,19,22,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Rojo,Casual,Marca B,1606.91,39,0,21,Artes,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca C,1194.01,39,16,29,Artes,Hombre,Regular
Chaqueta,Dama,Verde,Casual,Marca A,1858.48,32,3,30,Artes,Mujer,Regular
Pantalón,Caballero,Verde,Formal,Marca A,1155.71,34,19,28,Deportes,Mujer,Buena
Falda,Caballero,Rojo,Deportivo,Marca B,550.08,44,0,29,Ciencias de la Salud,Hombre,Mala
Pantalón,Caballero,Negro,Deportivo,Marca A,390.59,42,6,30,Deportes,Mujer,Buena
Pantalón,Dama,Azul,Formal,Marca B,1918.76,37,0,20,Artes,Mujer,Buena
Vestido,Caballero,Azul,Deportivo,Marca C,1030.07,42,12,22,Ingeniería,Hombre,Regular
Falda,Caballero,Rojo,Formal,Marca A,1787.29,32,11,29,Ingeniería,Mujer,Buena
Falda,Caballero,Verde,Formal,Marca B,1183.66,36,18,29,Deportes,Mujer,Regular
Vestido,Caballero,Blanco,Casual,Marca B,1751.62,38,5,20,Educación,Hombre,Mala
Camisa,Caballero,Blanco,Casual,Marca C,1406.81,42,16,27,Deportes,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca D,1844.87,40,9,24,Artes,Mujer,Buena
Chaqueta,Caballero,Rojo,Casual,Marca B,1738.4,35,5,25,Ingeniería,Hombre,Buena
Camisa,Dama,Rojo,Deportivo,Marca C,1446.98,40,8,28,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Caballero,Azul,Formal,Marca D,234.26,32,9,27,Educación,Hombre,Regular
Camisa,Dama,Rojo,Deportivo,Marca C,1186.32,43,0,26,Artes,HombreMujer,Mala
Camisa,Dama,Azul,Casual,Marca D,1420.13,33,12,28,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Caballero,Blanco,Casual,Marca C,736.84,33,14,22,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Azul,Formal,Marca B,698.57,38,1,23,Ingeniería,Hombre,Regular
Chaqueta,Dama,Rojo,Casual,Marca A,1051.27,43,2,29,Ingeniería,Hombre,Mala
Chaqueta,Dama,Negro,Formal,Marca A,1889.81,38,13,28,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Verde,Casual,Marca D,829,37,9,21,Artes,Hombre,Regular
Chaqueta,Caballero,Negro,Casual,Marca B,740.8,33,3,21,Artes,Mujer,Mala
Pantalón,Caballero,Verde,Formal,Marca A,1165.64,33,4,25,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Verde,Formal,Marca C,1945.96,32,17,30,Educación,Hombre,Regular
Falda,Caballero,Blanco,Formal,Marca D,232.53,38,9,22,Ciencias de la Salud,HombreMujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca D,1308.85,45,7,24,Deportes,HombreMujer,Mala
Falda,Dama,Negro,Deportivo,Marca B,768.65,40,14,30,Deportes,Mujer,Mala
Falda,Caballero,Verde,Casual,Marca D,1226.32,35,13,22,Artes,Hombre,Mala
Camisa,Dama,Negro,Deportivo,Marca B,973.67,42,4,20,Deportes,Hombre,Buena
Camisa,Caballero,Rojo,Casual,Marca D,1671.24,44,17,30,Artes,Mujer,Mala
Chaqueta,Caballero,Negro,Deportivo,Marca B,1784.77,39,20,22,Deportes,Hombre,Regular
Vestido,Caballero,Blanco,Deportivo,Marca C,774.03,38,19,20,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Blanco,Casual,Marca C,1877.03,39,6,22,Educación,HombreMujer,Regular
Pantalón,Caballero,Verde,Deportivo,Marca A,805.84,44,19,28,Ciencias de la Salud,Hombre,Buena
Falda,Caballero,Negro,Formal,Marca B,1155.89,35,17,24,Artes,Mujer,Mala
Vestido,Caballero,Verde,Deportivo,Marca C,263.66,36,2,27,Educación,Mujer,Buena
Camisa,Dama,Blanco,Deportivo,Marca D,621.27,44,1,21,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Azul,Formal,Marca D,655.87,37,16,27,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Rojo,Formal,Marca C,1081.03,34,6,24,Ciencias de la Salud,HombreMujer,Mala
Falda,Caballero,Negro,Casual,Marca D,871.51,45,8,26,Ciencias de la Salud,Mujer,Buena
Camisa,Caballero,Verde,Casual,Marca B,358.98,42,5,27,Ciencias de la Salud,Hombre,Mala
Camisa,Caballero,Rojo,Casual,Marca B,1818.48,34,12,30,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca B,1953.41,38,5,28,Ingeniería,Hombre,Buena
Falda,Caballero,Negro,Deportivo,Marca A,447.63,39,16,23,Deportes,Mujer,Buena
Vestido,Caballero,Blanco,Casual,Marca D,505.54,42,18,23,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Dama,Negro,Deportivo,Marca A,448.61,42,14,25,Ciencias de la Salud,Mujer,Mala
Pantalón,Caballero,Azul,Casual,Marca B,615.53,44,16,20,Artes,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca B,950.53,40,17,30,Ciencias de la Salud,Hombre,Regular
Pantalón,Caballero,Azul,Formal,Marca A,585.83,40,3,22,Educación,Hombre,Mala
Chaqueta,Dama,Azul,Deportivo,Marca B,1879.82,34,10,25,Ingeniería,Hombre,Buena
Falda,Dama,Verde,Casual,Marca C,1791.33,42,14,26,Ciencias de la Salud,HombreMujer,Regular
Vestido,Caballero,Verde,Casual,Marca D,438.56,42,18,24,Artes,HombreMujer,Regular
Pantalón,Caballero,Rojo,Formal,Marca C,541.73,32,18,28,Educación,Hombre,Mala
Vestido,Dama,Rojo,Casual,Marca A,1998.75,38,18,25,Artes,Hombre,Regular
Vestido,Caballero,Rojo,Deportivo,Marca D,722.22,33,12,27,Deportes,Mujer,Buena
Camisa,Dama,Verde,Deportivo,Marca B,1552.48,32,3,29,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Verde,Deportivo,Marca C,325.57,42,17,25,Educación,Mujer,Regular
Chaqueta,Dama,Blanco,Formal,Marca C,1210.32,34,6,24,Ciencias de la Salud,Hombre,Mala
Camisa,Dama,Negro,Formal,Marca B,349.05,40,7,24,Educación,Mujer,Buena
Falda,Caballero,Azul,Formal,Marca D,1416.31,34,0,26,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Negro,Formal,Marca B,564.68,32,13,20,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Negro,Formal,Marca D,351.32,32,7,29,Ingeniería,Mujer,Buena
Pantalón,Dama,Azul,Casual,Marca C,995,38,12,27,Ciencias de la Salud,Hombre,Regular
Falda,Dama,Verde,Casual,Marca A,1768.9,35,5,29,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Blanco,Casual,Marca C,1842.13,37,12,27,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Blanco,Casual,Marca D,170.86,40,12,27,Artes,Mujer,Buena
Camisa,Dama,Rojo,Deportivo,Marca C,1355.54,38,2,23,Ciencias de la Salud,Hombre,Mala
Camisa,Caballero,Negro,Formal,Marca D,1624.68,43,12,28,Artes,Hombre,Buena
Pantalón,Caballero,Negro,Formal,Marca B,1326.66,43,14,26,Educación,HombreMujer,Regular
Chaqueta,Caballero,Negro,Casual,Marca A,574.27,36,1,26,Deportes,Mujer,Mala
Vestido,Caballero,Verde,Deportivo,Marca D,388.62,44,18,24,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Azul,Deportivo,Marca A,577.41,44,0,23,Deportes,Hombre,Mala
Pantalón,Caballero,Rojo,Deportivo,Marca D,1363.43,42,16,29,Artes,HombreMujer,Regular
Pantalón,Dama,Blanco,Deportivo,Marca C,422.33,39,10,22,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Caballero,Verde,Deportivo,Marca A,304.55,38,4,26,Educación,Hombre,Mala
Vestido,Caballero,Azul,Deportivo,Marca B,245.18,38,8,23,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Blanco,Casual,Marca B,677.22,42,11,22,Artes,Hombre,Buena
Vestido,Caballero,Azul,Casual,Marca A,172.96,39,8,23,Deportes,Mujer,Buena
Pantalón,Caballero,Rojo,Casual,Marca C,848.69,32,14,25,Deportes,HombreMujer,Buena
Falda,Caballero,Azul,Casual,Marca B,448.68,43,5,27,Ingeniería,Mujer,Buena
Chaqueta,Dama,Verde,Deportivo,Marca A,1066.33,40,1,27,Deportes,Mujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca C,203.11,38,3,28,Ciencias de la Salud,Hombre,Buena
Camisa,Caballero,Negro,Formal,Marca C,1731.85,41,18,26,Deportes,Mujer,Buena
Vestido,Caballero,Negro,Casual,Marca A,1749.47,42,6,26,Ciencias de la Salud,Mujer,Regular
Camisa,Caballero,Rojo,Deportivo,Marca A,1993.06,38,2,21,Deportes,HombreMujer,Mala
Vestido,Dama,Negro,Formal,Marca A,1040.4,33,16,24,Artes,Hombre,Buena
Falda,Caballero,Verde,Casual,Marca C,1965.46,32,0,27,Ciencias de la Salud,Hombre,Regular
Vestido,Caballero,Azul,Casual,Marca B,1756.48,37,15,20,Artes,Hombre,Buena
Chaqueta,Dama,Azul,Casual,Marca D,1329.89,36,20,22,Educación,Hombre,Buena
Vestido,Dama,Verde,Casual,Marca A,758.45,33,3,29,Ciencias de la Salud,Mujer,Regular
Falda,Dama,Negro,Deportivo,Marca C,374.41,32,15,23,Ciencias de la Salud,Hombre,Buena
Falda,Caballero,Rojo,Formal,Marca A,1269.39,40,4,28,Deportes,Mujer,Buena
Vestido,Caballero,Negro,Casual,Marca A,1799.02,39,1,23,Educación,Mujer,Buena
Vestido,Caballero,Rojo,Formal,Marca B,188.06,33,16,20,Educación,Mujer,Buena
Pantalón,Caballero,Negro,Deportivo,Marca B,1862.75,34,7,21,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca D,1596.93,45,18,26,Ingeniería,Mujer,Regular
Vestido,Caballero,Blanco,Casual,Marca D,1596.35,43,8,27,Educación,Mujer,Mala
Chaqueta,Dama,Negro,Deportivo,Marca D,1156.66,37,10,24,Educación,Hombre,Buena
Falda,Caballero,Negro,Deportivo,Marca A,655.38,36,20,25,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Rojo,Formal,Marca C,1683.37,35,1,21,Ciencias de la Salud,Mujer,Buena
Falda,Caballero,Blanco,Casual,Marca B,1683.56,33,1,21,Artes,Hombre,Mala
Falda,Dama,Azul,Formal,Marca A,1780.62,40,6,20,Educación,HombreMujer,Buena
Falda,Dama,Blanco,Deportivo,Marca C,1899.39,33,4,25,Artes,Mujer,Mala
Chaqueta,Caballero,Verde,Casual,Marca C,741.63,37,3,26,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Azul,Deportivo,Marca A,1083.01,33,15,23,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Blanco,Deportivo,Marca C,1423.44,41,1,23,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Verde,Deportivo,Marca C,1321.59,39,12,26,Educación,Mujer,Mala
Chaqueta,Caballero,Azul,Casual,Marca A,1003.17,36,13,29,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca C,1820.47,37,7,28,Ciencias de la Salud,Hombre,Regular
Camisa,Dama,Negro,Casual,Marca C,1049.56,38,13,21,Educación,Hombre,Regular
Pantalón,Dama,Blanco,Formal,Marca D,195.34,33,14,20,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Dama,Rojo,Formal,Marca B,1630.19,34,3,23,Ingeniería,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca A,171.86,45,15,29,Educación,Hombre,Regular
Chaqueta,Caballero,Azul,Formal,Marca A,1506.47,38,10,29,Artes,Hombre,Mala
Pantalón,Caballero,Azul,Deportivo,Marca C,1872.99,37,11,20,Ingeniería,Hombre,Buena
Chaqueta,Dama,Azul,Deportivo,Marca A,1043.43,40,12,21,Ciencias de la Salud,Hombre,Mala
Chaqueta,Dama,Verde,Casual,Marca A,270.17,36,1,27,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Rojo,Casual,Marca B,1149.15,37,17,26,Deportes,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca C,575.62,44,9,25,Educación,Mujer,Buena
Vestido,Dama,Rojo,Formal,Marca D,894.72,41,11,29,Ingeniería,Mujer,Mala
Chaqueta,Dama,Rojo,Deportivo,Marca C,1484.44,40,15,25,Ciencias de la Salud,Hombre,Regular
Camisa,Caballero,Rojo,Deportivo,Marca B,1359.99,43,2,23,Artes,Mujer,Regular
Falda,Dama,Rojo,Casual,Marca D,1066.5,37,5,29,Educación,Mujer,Regular
Chaqueta,Dama,Azul,Casual,Marca B,751.48,32,5,23,Deportes,HombreMujer,Buena
Chaqueta,Dama,Blanco,Casual,Marca B,1960.01,38,8,30,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Dama,Rojo,Formal,Marca A,505.88,32,1,25,Educación,Mujer,Buena
Camisa,Caballero,Blanco,Formal,Marca B,1453.77,39,2,30,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Blanco,Formal,Marca B,1470.51,36,5,30,Ciencias de la Salud,Hombre,Buena
Camisa,Caballero,Rojo,Deportivo,Marca A,1810.04,42,20,29,Deportes,HombreMujer,Buena
Camisa,Caballero,Negro,Casual,Marca A,1391.97,37,7,29,Ciencias de la Salud,HombreMujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca C,298.53,43,12,20,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Negro,Deportivo,Marca A,1082.35,33,2,20,Ciencias de la Salud,Mujer,Mala
Chaqueta,Dama,Rojo,Deportivo,Marca A,262.41,39,14,25,Educación,Hombre,Mala
Vestido,Caballero,Rojo,Formal,Marca D,1409.73,45,9,25,Ciencias de la Salud,Hombre,Buena
Vestido,Caballero,Negro,Deportivo,Marca D,1138.31,39,4,30,Deportes,Mujer,Buena
Camisa,Dama,Verde,Casual,Marca A,1899.4,45,4,29,Ingeniería,Mujer,Regular
Pantalón,Dama,Azul,Casual,Marca C,1163.45,42,16,28,Educación,Hombre,Buena
Chaqueta,Dama,Blanco,Formal,Marca B,431.39,32,9,21,Artes,Hombre,Regular
Pantalón,Caballero,Negro,Deportivo,Marca A,1645.78,35,12,24,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Caballero,Negro,Casual,Marca B,1120.01,37,19,27,Educación,Hombre,Buena
Camisa,Dama,Verde,Deportivo,Marca C,942.84,39,2,24,Artes,HombreMujer,Buena
Vestido,Caballero,Azul,Deportivo,Marca A,929.3,32,2,26,Artes,Hombre,Mala
Falda,Caballero,Azul,Deportivo,Marca D,1100.7,34,13,29,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Verde,Casual,Marca B,173.94,33,19,23,Ingeniería,Mujer,Buena
Pantalón,Dama,Negro,Formal,Marca B,1377.18,33,5,25,Deportes,HombreMujer,Buena
Pantalón,Caballero,Blanco,Casual,Marca D,1026.47,33,12,25,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,1778.5,35,19,22,Educación,Hombre,Mala
Pantalón,Dama,Rojo,Casual,Marca C,1484.8,44,1,24,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Rojo,Formal,Marca D,1871.86,39,2,30,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Negro,Deportivo,Marca A,871.7,41,19,25,Deportes,HombreMujer,Mala
Vestido,Dama,Negro,Deportivo,Marca A,1612.96,38,17,30,Deportes,Hombre,Mala
Vestido,Caballero,Rojo,Formal,Marca C,339.96,41,5,21,Ingeniería,Hombre,Regular
Camisa,Dama,Negro,Deportivo,Marca A,1538.17,33,13,23,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Rojo,Casual,Marca B,381.5,40,8,24,Artes,HombreMujer,Buena
Camisa,Dama,Verde,Formal,Marca A,293.51,38,0,30,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Caballero,Verde,Deportivo,Marca C,1586.51,38,4,24,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Dama,Blanco,Formal,Marca A,1110.16,45,4,21,Ingeniería,HombreMujer,Buena
Falda,Caballero,Blanco,Formal,Marca A,1265.16,44,17,26,Deportes,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca D,1171.28,37,3,25,Artes,HombreMujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca A,511.15,32,5,29,Artes,HombreMujer,Mala
Falda,Dama,Verde,Deportivo,Marca A,1162.28,33,3,29,Educación,Mujer,Mala
Vestido,Caballero,Negro,Formal,Marca B,523.03,34,18,27,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Dama,Verde,Formal,Marca B,1676.06,35,14,28,Ciencias de la Salud,Mujer,Regular
Camisa,Caballero,Blanco,Casual,Marca D,1984.56,32,15,28,Educación,Mujer,Mala
Vestido,Dama,Rojo,Casual,Marca B,1952.05,43,8,22,Deportes,Hombre,Mala
Vestido,Caballero,Negro,Casual,Marca D,827.91,40,7,21,Ciencias de la Salud,Hombre,Buena
Chaqueta,Dama,Azul,Deportivo,Marca D,931.35,33,2,26,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Rojo,Deportivo,Marca D,1049.44,43,2,29,Ciencias de la Salud,Mujer,Buena
